"geo","time","agriculture_percent_of_gdp","co2_emissions_tonnes_per_person","crude_birth_rate_births_per_1000_population","crude_death_rate_deaths_per_1000_population","exports_percent_of_gdp","gdppercapita_us_inflation_adjusted","imports_percent_of_gdp","life_expectancy_years","population_density_per_square_km","population_total"
"dnk",1990,3.28733,9.77036,12.12,11.727,36.42317,44569.01112,30.86703,75.2,121.16698,5141115
"dnk",1991,3.0297,11.69193,12.4,11.771,37.68251,45073.02521,31.464,75.32,121.49206,5154908
"dnk",1992,2.79183,10.50399,12.63,11.787,36.95437,45803.40009,30.04754,75.39,121.88664,5171650
"dnk",1993,2.69218,10.99378,12.79,11.772,36.56623,45655.91862,29.03876,75.43,122.3366,5190742
"dnk",1994,2.60096,11.70536,12.87,11.726,36.85192,47928.3658,30.92865,75.48,122.82192,5211334
"dnk",1995,2.85186,10.92594,12.88,11.651,36.61198,49122.88193,31.9026,75.57,123.32557,5232704
"dnk",1996,2.79268,13.73609,12.82,11.55,37.06738,50262.2255,31.4039,75.88,123.84775,5254860
"dnk",1997,2.63714,11.66376,12.72,11.433,37.76285,51685.98052,33.40558,76.19,124.38631,5277711
"dnk",1998,2.14463,11.23544,12.6,11.307,37.18655,52640.93952,34.11257,76.45,124.92055,5300379
"dnk",1999,1.94101,10.36271,12.46,11.177,39.34843,54013.77798,33.34877,76.56,125.42479,5321774
"dnk",2000,2.15184,9.61034,12.33,11.047,44.84728,55850.63643,38.13667,76.92,125.88249,5341194
"dnk",2001,2.33951,9.87642,12.21,10.919,45.55451,56108.96272,38.41407,77.12,126.28004,5358062
"dnk",2002,1.78115,9.68757,12.12,10.792,45.70448,56190.81452,38.85246,77.28,126.62741,5372801
"dnk",2003,1.61079,10.39523,12.05,10.665,43.83842,56256.76761,37.0433,77.52,126.9613,5386968
"dnk",2004,1.62251,9.36575,11.99,10.538,43.92846,57608.73489,38.27932,77.78,127.33351,5402761
"dnk",2005,1.14566,8.68644,11.93,10.411,47.45212,58792.67138,41.94765,78.08,127.77992,5421702
"dnk",2006,1.16522,10.09985,11.84,10.278,50.73003,60892.76661,46.63667,78.34,128.31259,5444303
"dnk",2007,1.1744,9.18768,11.71,10.14,51.48256,61174.54515,48.5853,78.61,128.9172,5469957
"dnk",2008,0.8578,8.53686,11.53,9.997,54.17581,60504.7753,50.65241,78.91,129.5733,5497795
"dnk",2009,0.83361,8.05401,11.3,9.855,47.12605,57229.05164,42.62898,79.17,130.24857,5526447
"dnk",2010,1.20193,8.39638,11.06,9.722,50.52294,58041.41122,43.57704,79.49,130.91784,5554844
"dnk",2011,1.31212,7.28031,10.82,9.607,53.82012,58575.61892,47.42562,79.84,131.57844,5582873
"dnk",2012,1.65472,6.49264,10.62,9.518,54.6305,58487.78637,48.6105,80.14,132.23333,5610660
"dnk",2013,1.30214,6.83471,10.48,9.458,54.82881,58788.08179,48.22133,80.39,132.87337,5637817
"dnk",2014,1.38247,5.91429,10.41,9.429,54.61312,59437.9339,47.6508,80.66,133.48843,5663914
"dom",1965,23.24063,0.39894,47.03,13.123,16.30447,1282.1533,20.26799,61.13,80.27624,3878948
"dom",1966,21.9128,0.41789,45.95,12.587,16.34312,1410.26341,25.33794,61.92,82.80991,4001375
"dom",1967,20.33243,0.38047,44.88,12.07,18.08079,1413.48162,25.00966,62.7,85.37063,4125109
"dom",1968,20.32249,0.55307,43.81,11.573,18.48763,1375.21382,26.64257,63.48,87.95582,4250025
"dom",1969,21.30028,0.60669,42.76,11.099,18.48029,1481.07512,26.11134,64.22,90.56403,4376054
"dom",1970,23.23953,0.69055,41.75,10.652,17.22768,1701.61899,24.5927,64.95,93.19358,4503114
"dom",1971,22.23956,0.76094,40.77,10.236,16.47264,1834.46564,24.59794,65.34,95.84259,4631114
"dom",1972,20.58069,0.98225,39.83,9.85,20.67126,1970.33576,25.48181,65.79,98.50857,4759934
"dom",1973,22.22886,1.22022,38.93,9.496,21.87913,2165.50928,25.67919,66.31,101.18866,4889436
"dom",1974,22.15272,1.27847,38.07,9.174,24.93506,2236.01316,36.23188,66.76,103.87982,5019473
"dom",1975,21.47084,1.23113,37.27,8.884,27.7165,2292.54895,30.01695,67.14,106.57978,5149935
"dom",1976,19.04895,1.19925,36.54,8.626,20.8888,2386.19454,28.19001,67.52,109.28649,5280723
"dom",1977,20.06714,1.03738,35.9,8.397,20.01046,2444.36597,24.17867,67.94,112.00052,5411865
"dom",1978,18.56359,0.98298,35.33,8.192,17.34249,2437.39864,24.17058,68.43,114.7251,5543517
"dom",1979,18.67316,1.19974,34.82,8.006,20.63905,2488.40809,26.99316,68.05,117.46546,5675931
"dom",1980,20.14779,1.1116,34.37,7.833,19.16755,2625.03593,28.93983,69.15,120.22494,5809269
"dom",1981,18.57713,1.03774,33.94,7.669,20.82015,2675.52056,25.0172,69.47,123.00478,5943591
"dom",1982,17.71723,1.04301,33.52,7.509,14.33953,2660.43936,19.24912,69.74,125.80339,6078820
"dom",1983,17.22338,1.2733,33.09,7.352,14.40501,2722.63365,18.30202,69.92,128.61873,6214857
"dom",1984,18.53752,1.17199,32.63,7.193,28.20801,2697.4076,32.84481,69.97,131.4481,6351572
"dom",1985,13.10041,1.12403,32.16,7.034,28.15244,2584.29673,37.10246,69.97,134.28924,6488856
"dom",1986,17.36715,1.23459,31.68,6.872,24.35965,2619.7279,33.46451,69.98,137.1387,6626542
"dom",1987,11.86863,1.44195,31.2,6.713,25.56402,2825.89029,37.42455,69.96,139.99636,6764624
"dom",1988,15.7471,1.42466,30.73,6.56,33.02073,2828.8175,41.74731,70.23,142.86664,6903316
"dom",1989,13.82778,1.47192,30.27,6.417,33.4684,2894.75371,44.5268,70.61,145.75615,7042937
"dom",1990,13.42283,1.28484,29.81,6.289,33.82642,2683.25634,43.69122,70.82,148.66819,7183647
"dom",1991,12.50573,1.37107,29.34,6.181,40.07797,2656.09589,43.0131,71.11,151.60642,7325622
"dom",1992,12.01284,1.46267,28.84,6.095,36.80375,2897.60003,43.66105,71.39,154.56438,7468551
"dom",1993,10.7815,1.54553,28.31,6.031,36.38933,3052.58167,41.61356,71.6,157.52204,7611465
"dom",1994,9.99449,1.60906,27.77,5.988,36.20854,3074.76346,40.94937,71.82,160.45224,7753052
"dom",1995,9.81478,2.01275,27.23,5.965,35.22672,3192.19326,38.67124,72.09,163.33657,7892423
"dom",1996,9.1934,2.15797,26.71,5.957,34.88671,3325.4235,37.75578,72.19,166.16542,8029113
"dom",1997,9.1443,2.2051,26.24,5.959,35.22229,3561.30159,39.01095,72.53,168.94603,8163472
"dom",1998,8.99181,2.21752,25.83,5.965,34.30988,3739.54385,41.60142,72.66,171.6965,8296375
"dom",1999,7.82103,2.20217,25.47,5.973,34.9811,3899.28833,41.32165,73.01,174.44354,8429112
"dom",2000,6.71834,2.3113,25.17,5.98,35.49783,4017.43117,43.80257,73.21,177.20658,8562622
"dom",2001,6.99752,2.27851,24.9,5.984,31.89062,4052.58149,38.61995,73.39,179.99019,8697126
"dom",2002,6.80512,2.41511,24.65,5.986,30.72401,4169.94555,37.99927,73.49,182.78736,8832285
"dom",2003,6.69385,2.39907,24.39,5.987,42.153,4051.68314,42.29651,73.52,185.59106,8967760
"dom",2004,7.02047,2.01135,24.11,5.987,41.14748,4094.07626,40.20395,73.28,188.38986,9102998
"dom",2005,7.21194,2.01778,23.82,5.987,28.33114,4414.81209,33.32242,73.48,191.17479,9237566
"dom",2006,6.85872,2.11106,23.5,5.987,28.22492,4751.04136,35.54157,73.64,193.94325,9371338
"dom",2007,6.51157,2.22774,23.18,5.988,26.76202,5031.9537,35.18521,73.91,196.69605,9504353
"dom",2008,6.33582,2.14924,22.86,5.991,23.90674,5122.22509,37.48532,74.22,199.43129,9636520
"dom",2009,6.13735,2.07081,22.53,5.997,21.03093,5101.21675,29.58135,74.43,202.14731,9767758
"dom",2010,6.05746,2.12396,22.21,6.006,22.67575,5453.92686,33.32418,74.6,204.8424,9897985
"dom",2011,5.63686,2.11709,21.88,6.017,24.18698,5552.39563,34.80269,74.73,207.51438,10027095
"dom",2012,5.40109,2.17854,21.54,6.03,24.58318,5631.46807,33.8055,74.94,210.16039,10154950
"dom",2013,5.30487,2.08543,21.2,6.044,25.16716,5833.43517,31.5146,75.12,212.77517,10281296
"dom",2014,5.23696,2.06999,20.85,6.061,25.44689,6203.72597,30.70679,75.33,215.35273,10405844
"dza",1960,18.58103,0.55376,49.67,20.341,39.04317,2466.03824,67.14363,52.01,4.67091,11124888
"dza",1961,17.81619,0.53181,49.58,19.952,46.24456,2078.22193,67.50377,52.58,4.78846,11404859
"dza",1962,18.06109,0.48495,49.42,19.557,19.79387,1628.38872,20.81865,53.17,4.90824,11690153
"dza",1963,15.3795,0.45282,49.18,19.158,24.68468,2133.31861,36.82552,53.76,5.03209,11985136
"dza",1964,13.04625,0.45957,48.88,18.757,25.08406,2200.81388,29.43976,54.32,5.1626,12295970
